depth,gc,acc,gcrank
467.94,0.58,SRR2037085_NODE_5809_length_2676_cov_78.545975,top10
301.5,0.56,SRR2037085_NODE_5809_length_2676_cov_78.545975,top10
517.01,0.5,SRR2037085_NODE_5809_length_2676_cov_78.545975,top10
380.94,0.5,SRR2037085_NODE_5809_length_2676_cov_78.545975,top10
235.38,0.49,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
462.91,0.46,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
490.05,0.45,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
390.18,0.44,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
410.0,0.44,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
575.89,0.43,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
531.91,0.43,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
380.59,0.43,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
366.17,0.41,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
562.69,0.4,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
338.47,0.4,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
219.99,0.4,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
309.41,0.39,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
515.48,0.39,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
327.35,0.39,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
550.07,0.39,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
392.7,0.39,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
487.51,0.38,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
524.79,0.37,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
372.44,0.37,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
376.05,0.36,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
59.21,0.35,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
409.47,0.35,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
413.49,0.34,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
395.7,0.33,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
507.65,0.33,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
541.78,0.33,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
374.29,0.33,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
362.94,0.33,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
422.96,0.32,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
482.09,0.32,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
472.92,0.31,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
124.0,0.31,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
581.44,0.31,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
467.1,0.31,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
434.06,0.3,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
417.81,0.3,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
459.23,0.3,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
415.77,0.29,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
629.28,0.29,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
425.68,0.28,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
515.21,0.27,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
399.06,0.27,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
431.68,0.27,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
330.41,0.27,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
330.78,0.25,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
632.06,0.25,SRR2037085_NODE_5809_length_2676_cov_78.545975,bot90
2502.67,0.77,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
2164.99,0.73,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
405.39,0.63,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
2022.87,0.63,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
2127.88,0.62,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
2563.13,0.62,SRR6316233_NODE_15_length_2959_cov_142.645661,top10
2097.12,0.61,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2833.02,0.6,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1903.18,0.59,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1276.84,0.59,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3021.5,0.59,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3951.41,0.58,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3311.33,0.58,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1924.14,0.57,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1430.58,0.57,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2534.21,0.57,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2202.87,0.56,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2302.22,0.56,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2378.58,0.56,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2046.61,0.56,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
798.77,0.55,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2014.67,0.55,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2136.07,0.55,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2990.67,0.55,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1757.06,0.54,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1481.91,0.54,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1404.78,0.54,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3623.23,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
2330.41,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3428.52,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3395.05,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3650.46,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1622.14,0.53,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4449.15,0.52,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4767.23,0.52,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4625.23,0.51,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3192.77,0.51,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
1805.89,0.5,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3377.55,0.5,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3475.86,0.49,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3365.9,0.49,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3409.17,0.48,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4347.48,0.47,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3485.46,0.46,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3403.96,0.46,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4485.97,0.46,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4569.67,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4522.71,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3405.41,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3370.72,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4439.15,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3285.94,0.45,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
4837.05,0.41,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3148.23,0.38,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3537.13,0.38,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3920.47,0.37,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3220.76,0.31,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
3145.53,0.3,SRR6316233_NODE_15_length_2959_cov_142.645661,bot90
165.44,0.54,SRR6316203_NODE_22_length_2783_cov_74.114003,top10
166.85,0.52,SRR6316203_NODE_22_length_2783_cov_74.114003,top10
189.7,0.51,SRR6316203_NODE_22_length_2783_cov_74.114003,top10
164.66,0.51,SRR6316203_NODE_22_length_2783_cov_74.114003,top10
166.76,0.5,SRR6316203_NODE_22_length_2783_cov_74.114003,top10
195.67,0.47,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
160.32,0.45,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
159.9,0.45,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
23.09,0.43,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
165.29,0.43,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
180.97,0.43,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
219.75,0.42,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
212.14,0.42,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
142.34,0.41,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
173.34,0.41,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
175.7,0.4,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
175.44,0.4,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
88.24,0.4,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
145.24,0.4,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
126.28,0.4,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
165.08,0.39,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
115.03,0.39,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
219.65,0.39,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
153.79,0.38,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
217.88,0.38,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
173.68,0.37,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
179.18,0.37,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
180.04,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
116.66,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
173.04,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
173.45,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
40.12,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
168.59,0.36,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
182.14,0.35,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
172.34,0.35,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
183.8,0.35,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
172.37,0.35,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
148.76,0.34,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
153.52,0.34,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
151.5,0.33,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
183.73,0.33,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
147.71,0.33,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
158.32,0.33,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
156.45,0.33,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
158.26,0.31,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
139.5,0.31,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
175.73,0.31,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
156.69,0.31,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
168.93,0.3,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
65.93,0.3,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
153.93,0.28,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
135.74,0.27,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
136.94,0.27,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
172.99,0.25,SRR6316203_NODE_22_length_2783_cov_74.114003,bot90
15.55,0.66,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
21.82,0.66,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
13.76,0.62,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
9.52,0.61,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
10.69,0.6,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
14.34,0.59,SRR6316304_NODE_10_length_2940_cov_7.337262,top10
21.66,0.58,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
11.82,0.58,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
18.11,0.57,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
14.1,0.56,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
12.49,0.56,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
18.68,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
23.94,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
18.28,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
8.74,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
21.33,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
13.72,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
13.11,0.54,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
17.21,0.53,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
22.05,0.53,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
3.66,0.53,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
10.33,0.52,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
10.35,0.52,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
15.98,0.51,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
10.93,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
11.59,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
11.47,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
22.58,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
20.8,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
6.14,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
13.22,0.5,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
13.1,0.49,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
12.88,0.49,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
17.33,0.49,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
16.37,0.49,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
25.9,0.49,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
5.11,0.48,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
13.22,0.48,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
9.35,0.47,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
12.74,0.47,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
10.25,0.47,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
15.46,0.47,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
23.92,0.47,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
19.94,0.46,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
24.17,0.45,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
20.78,0.45,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
17.78,0.45,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
12.07,0.44,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
21.61,0.44,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
14.76,0.44,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
18.69,0.43,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
15.28,0.43,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
23.53,0.42,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
23.63,0.42,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
15.84,0.4,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
22.11,0.38,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
15.4,0.36,SRR6316304_NODE_10_length_2940_cov_7.337262,bot90
3447.44,0.6,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
4720.71,0.59,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
4528.99,0.58,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
4162.25,0.55,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
4340.95,0.55,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
3384.47,0.46,SRR7166964_NODE_8_length_2904_cov_63.308178,top10
3533.84,0.45,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5302.44,0.42,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4576.05,0.42,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4369.68,0.41,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4695.62,0.4,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5101.68,0.4,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4700.47,0.38,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5639.84,0.38,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4226.36,0.38,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4879.96,0.38,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4567.07,0.38,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3393.02,0.37,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4536.19,0.37,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
2836.2,0.37,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4583.23,0.37,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5186.2,0.36,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4588.52,0.36,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4964.66,0.36,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4511.48,0.36,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4742.32,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5136.41,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4599.78,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5372.9,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5610.54,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4566.42,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5991.18,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5277.58,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5581.64,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4985.15,0.35,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4879.24,0.34,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
2571.21,0.33,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4932.35,0.33,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5226.12,0.33,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4714.05,0.33,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5391.77,0.33,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4930.1,0.32,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3809.45,0.32,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5175.97,0.32,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3858.21,0.32,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
2564.56,0.31,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3276.2,0.31,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4608.39,0.31,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4660.82,0.31,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
2705.96,0.31,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4782.7,0.3,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
5488.89,0.3,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3070.48,0.3,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4109.47,0.28,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4996.01,0.28,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
3167.2,0.28,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
4873.61,0.27,SRR7166964_NODE_8_length_2904_cov_63.308178,bot90
141.87,0.66,SRR2037083_NODE_1555_length_2595_cov_72.720079,top10
137.75,0.65,SRR2037083_NODE_1555_length_2595_cov_72.720079,top10
100.19,0.5,SRR2037083_NODE_1555_length_2595_cov_72.720079,top10
118.8,0.48,SRR2037083_NODE_1555_length_2595_cov_72.720079,top10
135.86,0.47,SRR2037083_NODE_1555_length_2595_cov_72.720079,top10
123.4,0.46,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
167.43,0.46,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
170.1,0.45,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
145.24,0.45,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
307.42,0.44,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
239.94,0.43,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
194.61,0.43,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
211.54,0.42,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
261.65,0.41,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
230.32,0.41,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
154.53,0.41,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
219.1,0.41,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
148.07,0.41,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
127.45,0.4,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
137.97,0.4,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
125.57,0.4,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
139.14,0.4,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
147.06,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
256.06,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
112.97,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
151.69,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
130.85,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
358.83,0.39,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
203.45,0.38,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
165.94,0.38,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
196.1,0.38,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
284.39,0.38,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
238.99,0.38,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
134.0,0.37,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
125.31,0.37,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
203.19,0.36,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
129.1,0.36,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
130.93,0.36,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
229.32,0.36,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
129.61,0.35,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
129.89,0.33,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
177.84,0.33,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
131.83,0.33,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
111.24,0.32,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
154.42,0.32,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
137.65,0.31,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
328.77,0.29,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
131.86,0.29,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
137.38,0.29,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
362.92,0.26,SRR2037083_NODE_1555_length_2595_cov_72.720079,bot90
153.89,0.73,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
180.39,0.69,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
132.1,0.65,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
114.22,0.62,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
543.68,0.6,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
241.55,0.59,SRR6316316_NODE_14_length_2929_cov_78.486430,top10
239.38,0.59,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
136.03,0.58,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
182.36,0.58,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
121.82,0.57,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
171.38,0.56,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
192.95,0.56,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
131.79,0.56,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
181.25,0.55,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
179.43,0.54,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
202.1,0.54,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
134.55,0.52,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
114.48,0.51,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
196.47,0.51,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
215.77,0.51,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
199.2,0.51,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
336.76,0.51,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
301.81,0.5,SRR6316316_NODE_14_length_2929_cov_78.486430,bot90
