ContigID,ContigLength,LogProbability,PredictionResult,ReferenceAcc,ReferenceLength,MostProbablyVirusName
SRR6316257_NODE_25_length_2033_cov_124.514156,2033,72.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316286_NODE_1_length_3840_cov_124.134478,3840,137.0%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316286_NODE_2_length_3677_cov_83.024848,3677,131.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316286_NODE_4_length_3247_cov_111.284148,3247,100.1%,Full-length,NC_009225.1,3245,"Torque teno midi virus 1, complete genome"
SRR6316286_NODE_7_length_2742_cov_6.004466,2742,71.8%,Partial,NC_014091.1,3818,"Torque teno virus 16, complete genome"
SRR6316273_NODE_1_length_3822_cov_83.579772,3822,102.3%,Full-length,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316203_NODE_6_length_3480_cov_79.819270,3480,93.1%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316203_NODE_8_length_3174_cov_47.011863,3174,83.1%,Partial,NC_014091.1,3818,"Torque teno virus 16, complete genome"
SRR6316203_NODE_12_length_2893_cov_8.642001,2893,100.8%,Full-length,NC_038346.1,2871,"Torque teno mini virus 11 isolate LIL-y2 ORF2, ORF1, and ORF3 genes, complete cds"
SRR6316203_NODE_18_length_2827_cov_7.550505,2827,86.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316203_NODE_21_length_2799_cov_14.858965,2799,74.5%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316203_NODE_23_length_2671_cov_9.772171,2671,95.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316270_NODE_2_length_3659_cov_65.988624,3659,110.5%,Full-length,NC_038339.1,3312,"Torque teno virus 13 isolate TCHN-A Orf2 and Orf1 genes, complete cds"
SRR6316270_NODE_4_length_3078_cov_104.518359,3078,82.4%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316270_NODE_6_length_3044_cov_21.549682,3044,81.0%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316270_NODE_11_length_2700_cov_4.344423,2700,96.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316217_NODE_5_length_3121_cov_63.307241,3121,83.5%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316217_NODE_10_length_2628_cov_4.882627,2628,80.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316221_NODE_4_length_3803_cov_78.500267,3803,101.2%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316221_NODE_5_length_3785_cov_62.206971,3785,100.7%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316221_NODE_6_length_3765_cov_100.254717,3765,104.0%,Full-length,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316221_NODE_7_length_3753_cov_89.302326,3753,99.8%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316221_NODE_8_length_3558_cov_51.971168,3558,94.7%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316221_NODE_9_length_3220_cov_94.750711,3220,99.0%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316221_NODE_10_length_3194_cov_106.491239,3194,85.0%,Partial,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316221_NODE_14_length_2933_cov_23.670605,2933,104.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316221_NODE_16_length_2904_cov_63.788698,2904,103.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316221_NODE_19_length_2809_cov_9.297749,2809,86.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316221_NODE_20_length_2788_cov_5.750823,2788,85.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316231_NODE_5_length_2969_cov_25.452299,2969,79.5%,Partial,NC_014080.1,3736,"Torque teno virus 7, complete genome"
SRR6316256_NODE_10_length_3858_cov_129.282146,3858,102.6%,Full-length,NC_014075.1,3759,"Torque teno virus 12, complete genome"
SRR6316256_NODE_14_length_3075_cov_42.787086,3075,84.9%,Partial,NC_026765.1,3621,"Simian torque teno virus 34 isolate VGA00120.1, complete genome"
SRR6316207_NODE_12_length_2779_cov_48.574890,2779,85.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316236_NODE_4_length_2819_cov_43.773878,2819,86.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316245_NODE_15_length_2680_cov_6.999619,2680,82.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316240_NODE_21_length_2811_cov_83.797170,2811,100.3%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316213_NODE_20_length_2746_cov_19.237830,2746,84.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316298_NODE_24_length_2533_cov_5.045601,2533,77.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR6316205_NODE_5_length_2717_cov_3.722389,2717,96.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_32_length_3070_cov_115.447098,3070,94.4%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR8862010_NODE_34_length_3014_cov_110.107131,3014,92.7%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR8862010_NODE_42_length_2856_cov_106.722242,2856,87.8%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR8862010_NODE_64_length_2346_cov_4.369271,2346,72.1%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
DRR140178_NODE_2_length_3218_cov_68.303193,3218,98.9%,Partial,NC_014093.1,3253,"Torque teno midi virus 2, complete genome"
SRR7167016_NODE_82_length_2959_cov_9.615702,2959,106.2%,Full-length,NC_014090.1,2785,"Torque teno mini virus 4, complete genome"
SRR7167010_NODE_4_length_2876_cov_8.654378,2876,102.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_37_length_2960_cov_22.746299,2960,105.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_5362_length_2811_cov_85.208636,2811,100.3%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_5372_length_2808_cov_101.667999,2808,100.2%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6486_length_2497_cov_24.029894,2497,89.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6489_length_2496_cov_57.763212,2496,89.0%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6693_length_2463_cov_25.809801,2463,87.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6800_length_2440_cov_66.693082,2440,87.0%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6858_length_2428_cov_10.542773,2428,86.6%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_7436_length_2297_cov_3.397413,2297,81.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_8847_length_2049_cov_3.725176,2049,73.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_5516_length_2761_cov_61.444568,2761,98.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_5571_length_2749_cov_25.869710,2749,98.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037085_NODE_6472_length_2500_cov_75.105930,2500,89.2%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR2037083_NODE_1633_length_2517_cov_10.383834,2517,89.8%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316307_NODE_11_length_2774_cov_5.688488,2774,99.0%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316233_NODE_23_length_2869_cov_50.130775,2869,102.4%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316233_NODE_30_length_2683_cov_81.135845,2683,95.7%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316217_NODE_9_length_2878_cov_100.842366,2878,102.7%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316245_NODE_14_length_2725_cov_13.095131,2725,97.2%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316203_NODE_22_length_2783_cov_74.114003,2783,99.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR8862010_NODE_43_length_2847_cov_128.392550,2847,101.6%,Full-length,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316226_NODE_12_length_2217_cov_4.133210,2217,79.1%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140174_NODE_15_length_2415_cov_2.727119,2415,86.2%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
DRR140161_NODE_1_length_2687_cov_6.011778,2687,95.9%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR6316304_NODE_15_length_2650_cov_5.996146,2650,94.5%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
SRR5681814_NODE_1_length_2643_cov_22.722136,2643,94.3%,Partial,NC_030297.1,2803,"Torque teno mini virus 18 isolate 222, complete genome"
